Id,DateReceived,ReceivedQ,DateValid,Authority,Constituency,AppType,AppCategory,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,Location,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
LA09/2017/0808/F,14/06/2017,Q1,14/06/2017,Mid Ulster,MID ULSTER,Full,Local,Civic,Rural: Settlement, , ,Removal of exiting fencing and gates and reinstatement of new fencing and gates to boundary. Provision of new footpaths and thermoplastic markings within school grounds,St Patrick's Primary School  10 Annaghmore Road  Coalisland  Dungannon,"286,354","365,653",Approved,Approved,22/09/2017,Q2,,,13.8,, 
LA09/2017/0809/F,14/06/2017,Q1,14/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed infill dwelling and garage,Infill site between no. 280 and 282a Hillhead Road  Knockloughrim,"290,842","396,212",Approved,Approved,07/12/2017,Q3,,,24.6,, 
LA09/2017/0810/F,14/06/2017,Q1,14/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,New Dwelling,Coltrim Lane  Moneymore (approx. 220m from Junction with Cookstown Road),"284,740","382,012",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0811/F,14/06/2017,Q1,14/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Housing development to include 18 no. semi-detached dwellings and 3 no. townhouses,15m East of no.12 Drumrainey Avenue  Castlecaulfield,"275,810","363,137",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0812/F,14/06/2017,Q1,14/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Single storey side extension to create a study and utility with internal alterations,20 Point Road  Magherafelt,"295,508","387,666",Approved,Approved,28/07/2017,Q2,,,6,, 
LA09/2017/0813/F,15/06/2017,Q1,15/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed infill/gap site for single storey dwelling and domestic garage based on policy CTY8,Approx 30m South West of 46 Bellagherty Road  Magherafelt,"293,563","383,822",Approved,Approved,25/08/2017,Q2,,,9.8,, 
LA09/2017/0814/F,15/06/2017,Q1,15/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Change of Use,Urban, , ,Alteration to unused floor space to the rear of the first floor,21A William Street  Dungannon,"279,439","362,350",Approved,Approved,14/11/2017,Q3,,,21,, 
LA09/2017/0815/F,15/06/2017,Q1,15/06/2017,Mid Ulster,MID ULSTER,Full,Local,Other,Rural: Settlement, , ,Proposed single storey side extension to provide a bedroom,10 Hughes Villas Gulladuff Magherafelt,"289,704","399,410",Approved,Approved,11/08/2017,Q2,,,7.8,, 
LA09/2017/0816/RM,15/06/2017,Q1,15/06/2017,Mid Ulster,MID ULSTER,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling on a farm,Adjacent to 76 Moor Road  Coalisland,"285,931","366,807",Approved,Approved,27/07/2017,Q2,,,5.6,, 
LA09/2017/0817/F,15/06/2017,Q1,15/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), , Proposed two storey extension and alterations to dwelling rear and side incorporating granny flat,54 Meenanea Road  Cookstown,"268,580","383,233",Approved,Approved,28/07/2017,Q2,,,5.8,, 
LA09/2017/0818/F,15/06/2017,Q1,15/06/2017,Mid Ulster,MID ULSTER,Full,Local,Change of Use,Rural: Countryside, , ,Change of use from customer car park in association with existing auction rooms to car sales and display,Adjacent to 35 Loves Hill  Castledawson,"291,520","392,413",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0819/F,15/06/2017,Q1,15/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Civic,Rural: Settlement, , ,Proposed new vehicular access,To rear of 2 Parkanaur Road  Castlecaulfield  Dungannon,"275,367","362,433",Approved,Approved,04/09/2017,Q2,,,10.8,, 
LA09/2017/0820/F,15/06/2017,Q1,15/06/2017,Mid Ulster,MID ULSTER,Full,Local,Other,Urban, , ,"Demolish existing single storey rear return, provide single storey rear extension for bedroom, en suite and kitchen area",4 Sperrin Drive  Magherafelt,"289,870","390,141",Approved,Approved,24/07/2017,Q2,,,5,, 
LA09/2017/0822/F,16/06/2017,Q1,16/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Urban,Urban extensions and alterations, ,Alterations and Single Storey Extension to Dwelling,27 Lower Parklands  Dungannon,"279,681","361,606",Approved,Approved,06/10/2017,Q3,,,15.4,, 
LA09/2017/0823/F,15/06/2017,Q1,15/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed off- site replacement dwelling.,40m East of  63 Littlebridge Road  Moneymore  Magherafelt.,"287,812","378,385",Approved,Approved,08/08/2017,Q2,,,7.2,, 
LA09/2017/0824/O,16/06/2017,Q1,16/06/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed new dwelling as part of a cluster,Site 130m North of 47 Magherafelt Road Castledawson,"291,435","392,373",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0825/F,16/06/2017,Q1,16/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed dwelling and garage to replace old school buildings,109 Newmills Road  Cookstown,"281,744","371,525",Approved,Approved,09/10/2017,Q3,,,15.6,, 
LA09/2017/0827/O,14/06/2017,Q1,16/06/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Erection of 1 single storey dwelling and detached garage,50m East of 37 Kilrea Road  Portglenone  Ballymena,"296,346","404,394",Approved,Approved,06/09/2017,Q2,,,11,, 
LA09/2017/0828/O,14/06/2017,Q1,16/06/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Construction of chalet bungalow and detached garage,40m North of 64 Glenshane Road  Knockloughrim  Maghera,"290,251","395,023",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0829/O,15/06/2017,Q1,15/06/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed site for new dwelling on a farm,Adjacent to 26 Donaghendry Road  Stewartstown  Dungannon,"284,420","371,360",Approved,Approved,26/01/2018,Q4,,,30.8,, 
LA09/2017/0830/F,15/06/2017,Q1,15/06/2017,Mid Ulster,MID ULSTER,Full,Local,Civic,Urban, , ,Widening of existing access road to Holy Family Primary School car park and retention of extension to car park,Access road immediately South East of Magherafelt Parish Centre and car park 100m North East of King Street  Magherafelt,"289,993","390,669",Approved,Approved,08/11/2017,Q3,,,20.2,, 
LA09/2017/0831/F,15/06/2017,Q1,16/06/2017,Mid Ulster,MID ULSTER,Full,Local,Civic,Rural: Settlement, , ,Proposed Amendment to Condition No.1 of Planning Permission LA09/2015/0881/F to extend the time limit for the completion of the approved works to 24 months from the date of any new approval now granted,The Junction of Anneter Road. Battery Road and the Ardboe Road And Battery Road  Moortown,"295,937","377,188",Approved,Approved,24/08/2017,Q2,,,9.4,, 
LA09/2017/0832/RM,19/06/2017,Q1,19/06/2017,Mid Ulster,MID ULSTER,Reserved Matters,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement dwelling with existing dwelling retained for non residential use,6 Carncose Road  Moneymore  Magherafelt,"285,432","387,979",Approved,Approved,08/08/2017,Q2,,,6.8,, 
LA09/2017/0833/F,19/06/2017,Q1,19/06/2017,Mid Ulster,MID ULSTER,Full,Local,Mixed Use,Rural: Settlement, , ,Alteration and conversion of existing dwelling including two storey extension to rear to provide 2No ground floor retail units and 2No first floor apartments,125 Shore Road  Ballyronan   Magherafelt,"294,676","385,446",Approved,Approved,15/01/2018,Q4,,,28.6,, 
LA09/2017/0834/F,19/06/2017,Q1,19/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Urban,Urban housing developments, ,"Proposed Social housing development consisting of 8 no. blocks of semi detached 2 storey dwellings , 4 blocks of 3 terraced 2 storey dwellings, 28 dwellings in total. Access roads, site works and landscaping",Lands to rear and South South West of 14-32 Barrack Street  Coalisland,"283,847","366,624",Approved,Approved,07/03/2018,Q4,,,36,, 
LA09/2017/0835/O,19/06/2017,Q1,19/06/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed retirement dwelling on lands adjacent to Mr Wrights Business,Lands approx. 90m South West of 90 Farlough Road  Newmills  Dungannon,"281,735","367,441",Withdrawn,Withdrawn,,,16/11/2017,Q3,21,, 
LA09/2017/0836/RM,19/06/2017,Q1,19/06/2017,Mid Ulster,MID ULSTER,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and domestic double garage,85m South East of 16a Curragh Road  Maghera,"288,292","400,650",Approved,Approved,18/08/2017,Q2,,,8.4,, 
LA09/2017/0837/F,19/06/2017,Q1,19/06/2017,Mid Ulster,MID ULSTER,Full,Local,Industrial,Rural: Countryside, , ,"Proposed industrial unit to include display area, storage, office and ancillary facilities",24 Lisgorgan Lane  Upperlands  Maghera,"289,680","405,664",Approved,Approved,04/01/2018,Q4,,,27.2,, 
LA09/2017/0838/RM,20/06/2017,Q1,20/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling house,Between 84 -88 Derryfubble Road  Dungannon,"279,834","357,253",Approved,Approved,14/08/2017,Q2,,,7.4,, 
LA09/2017/0839/F,20/06/2017,Q1,20/06/2017,Mid Ulster,MID ULSTER,Full,Local,Mixed Use,Rural: Countryside, , ,Replacement of existing industrial building (class B3 general industrial) and associated ancillary office accommodation.,Tullylinkesay Mills  Annaghmore Road  Castledawson,"292,643","390,838",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0841/O,21/06/2017,Q1,21/06/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed site of infill dwelling and domestic garage for residential purposes,35m North West of 37 Derrygarve Park  Castledawson,"295,080","391,295",Approved,Approved,08/09/2017,Q2,,,10.8,, 
LA09/2017/0842/F,21/06/2017,Q1,21/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Single storey rear and side extension to dwelling,12 Bovean Road  Dungannon,"286,700","361,288",Approved,Approved,25/08/2017,Q2,,,9,, 
LA09/2017/0844/F,15/06/2017,Q1,21/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Stable to house pony,44 Moyagoney Road  Clady  Portglenone,"294,654","405,623",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0845/F,22/06/2017,Q1,22/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed renovation including rear extension to existing dwelling and extension / alterations to existing stores,73 Carnteel Road  Aughnacloy,"269,326","353,577",Approved,Approved,09/01/2018,Q4,,,27.2,, 
LA09/2017/0846/F,22/06/2017,Q1,22/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Agricultural,Rural: Countryside, , ,"Proposed cattle welfare unit including storage for hay and meal. Proposed yard area for storage of round bales ,farm plant and machinery",175m South East of 66A Kilnacart Road  Dungannon,"277,366","357,668",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0847/F,22/06/2017,Q1,22/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed alterations and extension to dwelling to create new kitchen and living room,32 Mullan Road  Coagh  Cookstown,"293,576","379,437",Approved,Approved,07/09/2017,Q2,,,10.4,, 
LA09/2017/0848/A,22/06/2017,Q1,22/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Consent to Display,Local,Other,Urban, , ,"Projecting, intermittent internally illuminated green cross sign, Fascia sign with static external trough downlight",14-16 Scotch Street  Dungannon,"279,735","362,397",Approved,Approved,22/08/2017,Q2,,,8.2,, 
LA09/2017/0849/F,22/06/2017,Q1,22/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed farm dwelling and domestic double garage on a farm,20m South East of 3 Brackagh Lane  Moneymore,"283,700","389,481",Approved,Approved,11/09/2017,Q2,,,10.8,, 
LA09/2017/0853/RM,21/06/2017,Q1,22/06/2017,Mid Ulster,MID ULSTER,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), , Two storey dwelling inc. annex for dependant.,214m North of 78 Coagh Road  Ballywholan  Stewartstown,"285,927","372,530",Approved,Approved,09/10/2017,Q3,,,14.8,, 
LA09/2017/0855/F,22/06/2017,Q1,22/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Urban,New single urban dwellings, ,Proposed single storey detached dwelling,The lands are adjacent to the Parochial House 30 King Street Magherafelt,"289,985","390,596",Approved,Approved,12/12/2017,Q3,,,24,, 
LA09/2017/0857/RM,12/06/2017,Q1,22/06/2017,Mid Ulster,MID ULSTER,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and garage,Adjacent to no.88 Creagh Road  Castledawson  Magherafelt,"295,867","391,279",Approved,Approved,08/08/2017,Q2,,,6.2,, 
LA09/2017/0859/F,21/06/2017,Q1,23/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Rural: Settlement,Rural extensions and alterations (settlement), ,Two storey rear extension to dwelling to allow garage on ground floor with kitchen above and alterations to existing site layout within curtilage,18 Trewmount Road Killyman Dungannon,"284,211","361,050",Approved,Approved,03/11/2017,Q3,,,18.4,, 
LA09/2017/0860/F,23/06/2017,Q1,23/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and garage to supersede approval LA09/2015/1020/O,Adjacent to 29 Gortreagh Road  Cookstown,"274,159","375,114",Approved,Approved,02/10/2017,Q3,,,13.6,, 
LA09/2017/0861/F,23/06/2017,Q1,23/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed replacement dwelling,38 Reclain Road  Galbally  Dungannon,"270,647","364,187",Approved,Approved,29/08/2017,Q2,,,8.8,, 
LA09/2017/0862/O,23/06/2017,Q1,23/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and detached domestic garage,Approx 100m N.W. of 13 Altaveedan Road  Fivemiletown,"245,221","347,382",Approved,Approved,16/08/2017,Q2,,,7.2,, 
LA09/2017/0863/F,23/06/2017,Q1,23/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Rural: Settlement,Rural extensions and alterations (settlement), ,Rear single storey kitchen extension,25 Roxborough Park  Moy,"284,314","356,283",Approved,Approved,22/08/2017,Q2,,,8,, 
LA09/2017/0864/O,23/06/2017,Q1,23/06/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Urban,New single urban dwellings, ,Proposed dwelling and basement garage,To the rear of 14-16 Morgan Drive  Cookstown,"280,352","379,077",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0865/F,23/06/2017,Q1,23/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed games room and store to rear of dwelling,18 Coolmount Drive  Cookstown,"280,928","379,500",Approved,Approved,14/08/2017,Q2,,,6.8,, 
LA09/2017/0867/O,26/06/2017,Q1,26/06/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and garage,65m South of 130 Coolreaghs Road Cookstown,"280,419","380,101",Approved,Approved,24/08/2017,Q2,,,8.2,, 
LA09/2017/0868/F,26/06/2017,Q1,26/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and domestic garage on infill site,Adjacent to 214 Annagher Road  Coalisland,"285,783","367,262",Approved,Approved,07/09/2017,Q2,,,10,, 
LA09/2017/0869/F,26/06/2017,Q1,26/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Rural: Settlement,Rural extensions and alterations (settlement), ,Proposed extension and alterations to dwelling,53 Church Street  Ballygawley  Dungannon,"262,877","357,641",Approved,Approved,14/08/2017,Q2,,,6.6,, 
LA09/2017/0870/F,23/06/2017,Q1,23/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey extension to side of house,4 Springfield Park  Dungannon,"278,551","363,789",Approved,Approved,06/10/2017,Q3,,,14.4,, 
LA09/2017/0872/RM,26/06/2017,Q1,26/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Erection of farm dwelling and associated domestic garage,40m North West of 11 Ballynasaggart Road Carran Ballygawley,"260,134","356,202",Approved,Approved,14/08/2017,Q2,,,6.6,, 
LA09/2017/0873/F,23/06/2017,Q1,23/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,A full planning proposal for alterations to previously approved Kildrum Housing development (Refs M/2006/1357/F and M/2009/0113/F) to include 2 additional semi detached dwellings and the repositioning of approved semis (10 units total),Kildrum  Lurgylea Road  Galbally  Dungannon,"271,195","366,790",Approved,Approved,16/02/2018,Q4,,,32.6,, 
LA09/2017/0874/F,26/06/2017,Q1,26/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Other,Urban, , ,Rear ground floor bedroom and shower room extension (with storage area under bedroom extension) to dwelling,8 Willow Close  Dungannon,"278,340","363,425",Approved,Approved,04/10/2017,Q3,,,13.8,, 
LA09/2017/0875/LBC,26/06/2017,Q1,26/06/2017,Mid Ulster,MID ULSTER,Listed Building Consents,Local,Other,Rural: Countryside, , ,"Retention of an existing temporary marquee, for functions, events and product launches, for a continuous period of 5 years",110m West of Ballyscullion House  Ballyscullion Park  Ballyscullion  West Td   Bellaghy,"296,781","396,676",Approved,Approved,09/08/2017,Q2,,,6,, 
LA09/2017/0876/F,16/06/2017,Q1,27/06/2017,Mid Ulster,MID ULSTER,Full,Major,Civic,Rural: Countryside, , ,Extension to existing school,23 Rocktown Road  Knockloughrim,"290,991","396,621",Approved,Approved,04/10/2017,Q3,,,13.6,, 
LA09/2017/0877/O,27/06/2017,Q1,27/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Outline,Local,Residential,Urban,Replacement single urban dwellings, ,Proposed new dwelling and garage with retention of existing dwelling,30 Bush Road  Lisnaclin  Dungannon,"281,120","362,535",Approved,Approved,14/09/2017,Q2,,,10.8,, 
LA09/2017/0878/F,27/06/2017,Q1,27/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Civic,Rural: Settlement, , ,Proposed hygiene room for use by current disabled pupils,Laghey Primary School  5 Tamnamore Road  Dungannon,"284,188","361,156",Approved,Approved,25/10/2017,Q3,,,16.6,, 
LA09/2017/0880/F,27/06/2017,Q1,27/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Dwelling and garage (infil),15m West of 33 Annaghmore Road  Cookstown,"295,347","378,507",Approved,Approved,09/10/2017,Q3,,,14.2,, 
LA09/2017/0881/LBC,27/06/2017,Q1,27/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Listed Building Consents,Local,Other,Rural: Countryside, , ,Replacement of existing window with glazed door within same structural opening,Fardross House  10 Fardross Road  Clogher,"252,202","349,548",Approved,Approved,04/08/2017,Q2,,,5.2,, 
LA09/2017/0883/F,28/06/2017,Q1,28/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed change of house type,139b Mullinahoe Road  Ardboe,"293,778","375,526",Approved,Approved,24/10/2017,Q3,,,16.2,, 
LA09/2017/0886/F,28/06/2017,Q1,28/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,2 Storey extension to sides and front of house to increase size of 3 first floor bedrooms and addition of a front bay window to increase size of living room. Stone cladding added to improve overall look of front elevation,107 Ballyronan Road  Magherafelt,"291,317","388,197",Approved,Approved,10/08/2017,Q2,,,5.8,, 
LA09/2017/0887/O,28/06/2017,Q1,28/06/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed new dwelling and garage.,Lands approximately 21m west/southwest of no 43 Ballymoghan Road  Magherafelt BT45 6HN.,"289,277","386,489",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0888/O,29/06/2017,Q1,29/06/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for dwelling and garage on a farm,100m S.W. of 5 Annaghmore Lane  Coagh  Cookstown,"295,281","378,209",Approved,Approved,17/10/2017,Q3,,,15,, 
LA09/2017/0889/F,29/06/2017,Q1,29/06/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Other,Urban, , ,Conversion of domestic garage to bedroom and shower room  and rear porch and utility extension to dwelling,15 Gortnasaor  Dungannon,"280,918","361,872",Approved,Approved,25/10/2017,Q3,,,16.2,, 
LA09/2017/0890/O,29/06/2017,Q1,29/06/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,"Proposed replacement of dwelling at No 26 Knockadoo Road, with off-site replacement dwelling and garage at approx. 40m North of 26 Knockadoo Road with new access",26 Knockadoo Road  Moneymore  BT80 9XQ,"281,249","384,517",Approved,Approved,13/12/2017,Q3,,,23.2,, 
LA09/2017/0891/F,23/06/2017,Q1,28/06/2017,Mid Ulster,MID ULSTER,Full,Local,Civic,Urban, , ,Proposed extension to existing multi-storey car parking facility to provide 212 additional car parking spaces over 2 additional levels to include associated alterations/extension to existing lobbies/elevators,Meadowlane Shopping Centre  Moneymore Road  Magherafelt,"289,485","390,412",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0893/F,29/06/2017,Q1,30/06/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed domestic shed for hobby purposes,47 Annaghquinn Road  Rock  Dungannon,"275,390","371,026",Approved,Approved,15/09/2017,Q2,,,10.4,, 
LA09/2017/0894/F,03/07/2017,Q2,03/07/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed rear extension and alterations to existing dwelling,54 Ballynagarve Road  Magherafelt,"293,469","388,082",Approved,Approved,08/08/2017,Q2,,,4.8,, 
LA09/2017/0896/O,04/07/2017,Q2,04/07/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed off site replacement of certified mobile home (LA09/2017/0279/LDE) with dwelling and garage,Lands  to rear of 56 Derrycrin Road  Cookstown,"293,112","378,277",Approved,Approved,12/09/2017,Q2,,,9.4,, 
LA09/2017/0897/F,03/07/2017,Q2,03/07/2017,Mid Ulster,MID ULSTER,Full,Local,Change of Use,Rural: Countryside, , ,Part use of existing farm shed to provide internal dry storage of plastic bags and plastic wrapping covers in association with the applicants established horticultural business (Evergreen Peat),100m North West of 213 Washingbay Road  Coalisland,"288,747","366,353",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0899/F,04/07/2017,Q2,04/07/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Agricultural,Rural: Countryside, , ,"Cattle handling facilities and cattle isolation facilities to take the form of a cattle shed, force pen, cattle crush, collecting pen and hard-standing areas for a new hobby farm holding for raising rare cattle and sheep breeds",Lands to the front of and NE of 102 and 104 Ballygawley Road and South of 101 Ballygawley Road  Glenadush,"277,483","362,202",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0903/F,04/07/2017,Q2,04/07/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed extensions to dwelling with roof space conversion and double garage,21 Annaghmore Road  Coagh,"295,466","378,057",Approved,Approved,15/08/2017,Q2,,,5.6,, 
LA09/2017/0904/O,04/07/2017,Q2,04/07/2017,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed site of dwelling and domestic garage for residential purposes,40m South East of 142 Hillhead Road  Castledawson,"294,158","393,083",Approved,Approved,15/11/2017,Q3,,,18.6,, 
LA09/2017/0905/F,05/07/2017,Q2,05/07/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Urban,Urban housing developments, ,"Proposed housing Development consisting of 3 detached and 18 semi detached dwellings to include upgraded access on to Mullaghmore Road, provision of a cycle track and associated development",Lands to the South East Foxborough  Mullaghmore Road  Dungannon,"278,904","363,279",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0907/RM,05/07/2017,Q2,05/07/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed Dwelling,60m N.W. of 83 Dunmacmay Road  Aughnacloy,"270,729","348,335",Approved,Approved,15/09/2017,Q2,,,9.8,, 
LA09/2017/0908/F,05/07/2017,Q2,05/07/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Civic,Rural: Settlement, , ,Retention of staff car park as constructed and extension to provide additional staff parking space,2 Moore Street  Aughnacloy,"266,346","352,546",Pending, ,,,,,,1,6 - 12 months
LA09/2017/0909/F,05/07/2017,Q2,05/07/2017,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed first floor extension to rear of dwelling,11 Coltrim Road  Moneymore,"284,742","381,583",Approved,Approved,18/08/2017,Q2,,,6,, 
LA09/2017/0910/F,05/07/2017,Q2,05/07/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Agricultural,Rural: Countryside, , ,Proposed slurry storage lagoon,Land approx. 850m North East of 51 Derrycourtney Road  Caledon,"274,230","346,130",Approved,Approved,04/09/2017,Q2,,,8,, 
LA09/2017/0913/F,05/07/2017,Q2,05/07/2017,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Change of Use,Urban, , ,Conversion from shops and offices to 3 town houses (amendment of Design as approved M/2015/0126/F to provide private bin storage for each house and change elevation treatment),9  10  11  Feeneys Lane (Thomas Street Car park) Dungannon,"279,743","362,599",Approved,Approved,07/11/2017,Q3,,,17.2,, 
LA09/2017/0914/F,05/07/2017,Q2,05/07/2017,Mid Ulster,MID ULSTER,Full,Local,Civic,Rural: Countryside, , ,Change of laneway to existing access for approved site LA09/2015/0333/RM,Site 20m South of 55a Ballymacombs Road  Bellaghy,"295,389","400,091",Approved,Approved,17/10/2017,Q3,,,14.2,, 
