Id,DateReceived,ReceivedQ,DateValid,Authority,Constituency,AppType,Classification,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,SiteAddress,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
LA03/2018/0685/F,10/07/2018,Q2,10/07/2018,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural other (countryside), ,Erection of dwelling and garage (Change of house type from previously approved T/2008/0686/F and LA03/2018/0094/LDE),40m SE of 31a Lenagh Road  Randalstown,"311,855","391,690",Approved,Approved,24/09/2018,Q2,,,10.2,, 
LA03/2018/0695/F,10/07/2018,Q2,10/07/2018,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural other (countryside), ,Proposed Replacement Dwelling and Garage (Change of design from that approved under T/2007/0741/F),10 Aghnadarragh Road  Glenavy  Crumlin BT29 4QG,"314,347","373,817",Approved,Approved,23/10/2018,Q3,,,14.4,, 
LA03/2018/0696/F,10/07/2018,Q2,18/07/2018,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Change of Use,Rural: Countryside, , ,Change of use of land from agricultural to domestic (extension of domestic site curtilage) to facilitate erection of new domestic garage,6 Carmavy Lane  Muckamore  Antrim  BT41 4QX,"320,522","381,743",Approved,Approved,10/12/2018,Q3,,,20.4,, 
LA04/2018/1798/DCA,10/07/2018,Q2,10/07/2018,Belfast,BELFAST SOUTH,Other consents,Local,Other,Urban, , ,Partial demolition of rear walls,6 Windsor Avenue  Belfast  BT9,"332,748","372,238",Approved,Approved,01/11/2018,Q3,,,15.8,, 
LA04/2018/1800/F,10/07/2018,Q2,10/07/2018,Belfast,BELFAST WEST,Full,Local,Residential,Urban,Urban extensions and alterations, ,"2 storey rear extension, partial demolition to existing rear return to facilitate split level connection with extension. New patio and detached double garage to rear garden.",5 Fruithill Park  Belfast  BT11 8GD.,"330,544","371,778",Approved,Approved,24/10/2018,Q3,,,14.6,, 
LA04/2018/1801/F,10/07/2018,Q2,10/07/2018,Belfast,BELFAST SOUTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey extension with decked area to rear.,3 Ashton Park  Belfast  BT10 0JQ.,"330,036","370,216",Approved,Approved,24/08/2018,Q2,,,6.2,, 
LA04/2018/1802/F,10/07/2018,Q2,10/07/2018,Belfast,BELFAST WEST,Full,Local,Residential,Urban,Urban extensions and alterations, ,First floor extension to side of dwelling with patio area.,2 Coolnasilla Park West  Belfast  BT11 8JT.,"329,711","371,782",Approved,Approved,20/08/2018,Q2,,,5.4,, 
LA04/2018/1836/F,10/07/2018,Q2,16/08/2018,Belfast,BELFAST WEST,Full,Local,Commercial,Urban, , ,Proposed extension and alterations to the felons club to provide additional ground floor bar/lounge accommodation and storage.,The Felons Club  537 Falls Road  Belfast  BT11 9AB.,"330,654","372,311",Approved,Approved,13/12/2018,Q3,,,16.8,, 
LA04/2018/1853/F,10/07/2018,Q2,10/07/2018,Belfast,BELFAST EAST,Full,Local,Residential,Urban,New single urban dwellings, , Erection of 2 storey dwelling and provision of a new access for existing dwelling.,To the rear of  175 Castlereagh Road  Belfast  BT5 5FG.,"336,089","373,074",Approved,Approved,05/02/2019,Q4,,,28.6,, 
LA04/2018/1918/F,10/07/2018,Q2,30/07/2018,Belfast,BELFAST EAST,Full,Local,Other,Urban, , ,"To vary condition 5 of planning approval LA04/2017/0510/RM relating to provision of areas of communal open space, including the play equipment, before commencement of phase 4 of the development",Lands at Castlehill South of Woodcroft Heights and East of Glenview Avenue and Castlegrange  Belfast  BT5 7GU,"338,296","371,696",Pending, ,,,,,,1,6 - 12 months
LA04/2018/1924/F,10/07/2018,Q2,31/07/2018,Belfast,BELFAST NORTH,Full,Local,Commercial,Urban, , ,New entrance and other extensions to Prince's Trust building for occupation as serviced offices,Jennymount Court  North Derby Street  Belfast  BT15 3HN,"334,293","376,281",Approved,Approved,29/03/2019,Q4,,,33.4,, 
LA05/2018/0713/F,10/07/2018,Q2,10/07/2018,Lisburn and Castlereagh,LAGAN VALLEY,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,"Proposed single storey detached golf studio, garden shed and boiler house to the rear of existing dwelling (for applicant's use only)",31 Grove Hill Road  Moira  BT67 0PP,"317,652","357,977",Approved,Approved,19/12/2018,Q3,,,22.6,, 
LA05/2018/0714/F,10/07/2018,Q2,10/07/2018,Lisburn and Castlereagh,LAGAN VALLEY,Full,Local,Residential,Urban,Urban extensions and alterations, ,Removal of existing lean to shed and replaced with new single storey extension to rear of dwelling and a new detached garage to driveway,10 The Brambles  Lisburn  BT28 2XY,"324,106","365,027",Approved,Approved,07/11/2018,Q3,,,16.6,, 
LA05/2018/0715/F,10/07/2018,Q2,10/07/2018,Lisburn and Castlereagh,SOUTH ANTRIM,Full,Local,Residential,Rural: Settlement,Rural extensions and alterations (settlement), ,Proposed single storey extension to rear of dwelling,8 Lynnwood Mews  Glenavy  BT29 4WX,"315,589","372,982",Approved,Approved,30/08/2018,Q2,,,6.8,, 
LA05/2018/0736/F,10/07/2018,Q2,16/07/2018,Lisburn and Castlereagh,LAGAN VALLEY,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed single storey living/ dining room extension to side of existing semi-detached single storey dwelling. Alteration to form new front door opening and associated roof canopy over. Proposed single storey flat roof en suite and hallway extension to rear elevation. Retention of existing 1.8m height timber panel fence along front boundary,113 Culcavy Road  Culcavy  Hillsborough  BT26 6HH,"323,794","361,180",Approved,Approved,30/08/2018,Q2,,,6.4,, 
LA05/2018/0763/F,10/07/2018,Q2,20/07/2018,Lisburn and Castlereagh,LAGAN VALLEY,Full,Local,Commercial,Rural: Settlement, , ,A proposed single storey stand alone retail unit (Amended description).,23 Maghaberry Road Maghaberry Craigavon BT67 0JF,"317,541","363,451",Pending, ,,,,,,1,6 - 12 months
LA06/2018/0754/A,10/07/2018,Q2,10/07/2018,Ards and North Down,STRANGFORD,Consent to Display,Local,Other,Urban, , ,"Shop signs (2 X fascia signs), and window graphics",8-10 High Street  Newtownards  BT23 4JL,"348,906","374,101",Approved,Approved,17/09/2018,Q2,,,9.2,, 
LA06/2018/0757/F,10/07/2018,Q2,10/07/2018,Ards and North Down,STRANGFORD,Full,Local,Change of Use,Urban, , ,Change of use from taxi office to deli and sandwich bar (ground floor only) and two retractable awnings (amended proposal),8-10 High Street  Newtownards  BT23 4JL,"348,906","374,101",Approved,Approved,10/09/2018,Q2,,,8.2,, 
LA07/2018/1050/O,10/07/2018,Q2,10/07/2018,"Newry, Mourne and Down",SOUTH DOWN,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement Dwelling and Garage,Approx 80m North West of 31 Moneycarragh Road  Clough,"337,604","340,221",Pending, ,,,,,,1,6 - 12 months
LA07/2018/1054/F,10/07/2018,Q2,10/07/2018,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Residential,Rural: Settlement,Rural extensions and alterations (settlement), ,Renovations and Extension to rear of existing dwelling,17 Quay Street  Ardglass  Downpatrick,"355,930","337,375",Approved,Approved,08/02/2019,Q4,,,29.2,, 
LA07/2018/1058/DCA,10/07/2018,Q2,16/07/2018,"Newry, Mourne and Down",SOUTH DOWN,Other consents,Local,Other,Rural: Settlement, , ,Part Demolition with extension to rear of existing dwelling,17 Quay Street  Ardglass  Downpatrick,"355,930","337,375",Approved,Approved,08/02/2019,Q4,,,28.8,, 
LA07/2018/1074/F,10/07/2018,Q2,10/07/2018,"Newry, Mourne and Down",NEWRY AND ARMAGH,Full,Local,Residential,Urban,Urban housing developments, ,Housing Development comprising of 2 No. 4 bedroom Houses and 26 No. 2 Bedroom Apartments (amended proposal),Lands Opposite No 1 Ashgrove Avenue  Newry,"309,023","327,766",Pending, ,,,,,,1,6 - 12 months
LA07/2018/1087/F,10/07/2018,Q2,17/07/2018,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Residential,Urban,New single urban dwellings, ,"Proposed new dwelling to replace existing approved dwelling, Planning Ref LA07/2017/0364/F",71B Bryansford Road  Newcastle,"337,151","331,632",Approved,Approved,08/11/2018,Q3,,,16.2,, 
LA07/2018/1088/F,10/07/2018,Q2,10/07/2018,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Residential,Urban,Urban extensions and alterations, ,Extension and alterations to existing dwelling and garage to provide granny flat accommodation (additional plans received),102 Burren Road  Burren  Warrenpoint  BT34 3XT,"313,764","321,193",Approved,Approved,19/10/2018,Q3,,,14.0,, 
LA07/2018/1108/O,10/07/2018,Q2,10/07/2018,"Newry, Mourne and Down",NEWRY AND ARMAGH,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement dwelling and garage,65 Church Road  Forkhill  BT35 0SX,"300,606","317,574",Approved,Approved,28/09/2018,Q2,,,11.0,, 
LA07/2018/1115/A,10/07/2018,Q2,10/07/2018,"Newry, Mourne and Down",SOUTH DOWN,Consent to Display,Local,Other,Urban, , ,Erection of Signage,Down Leisure Centre  114 Market Street  Downpatrick,"348,460","344,111",Approved,Approved,28/09/2018,Q2,,,11.0,, 
LA07/2018/1125/F,10/07/2018,Q2,10/07/2018,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Rural: Countryside, , ,Reuse and adaption of a redundant agricultural building to be used as farm office (amended proposal),76 Downpatrick Road  Killough  Downpatrick  BT30 8LJ,"351,982","338,608",Pending, ,,,,,,1,6 - 12 months
LA08/2018/1028/F,10/07/2018,Q2,19/07/2018,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Rural: Settlement,New single rural dwellings (settlement), ,"Erection of dwelling, detached garage and associated site works.",Site to the rear/north west of 6 Derrytrasna Lane Derrytrasna Craigavon Co Armagh BT66 6PG,"299,091","362,798",Pending, ,,,,,,1,6 - 12 months
LA08/2018/1029/F,10/07/2018,Q2,10/07/2018,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Erection of replacement dwelling.,71m NW of 18 Kernan Road  Gilford BT63 6BU,"308,864","346,395",Approved,Approved,05/12/2018,Q3,,,20.6,, 
LA08/2018/1030/F,10/07/2018,Q2,10/07/2018,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Erection of single storey side extension to dwelling.,156 Abbey Park  Corporation  Armagh BT61 8BG,"286,961","346,373",Approved,Approved,05/10/2018,Q3,,,12.0,, 
LA08/2018/1031/F,10/07/2018,Q2,10/07/2018,"Armagh, Banbridge and Craigavon",LAGAN VALLEY,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Retrospective application for retention of dwelling and garage.,Adjacent to and south of 65 Drumneath Road  Banbridge BT32 4HD,"316,811","348,044",Approved,Approved,12/10/2018,Q3,,,13.0,, 
LA08/2018/1038/F,10/07/2018,Q2,10/07/2018,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Urban,Urban housing developments, ,Erection of 7 number 2 storey dwellings (1detached and 6 semi detached) and associated site works (Amended scheme).,Site adjacent and east of 61  63  65 & 67 Oak Lodge  Castlewellan Road  Banbridge BT32 4SH.,"313,123","345,946",Pending, ,,,,,,1,6 - 12 months
LA09/2018/0962/O,10/07/2018,Q2,10/07/2018,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement dwelling for dwelling partially destroyed by fire,Approx 40m West of 60 Aughrim Road  Magherafelt,"291,498","390,427",Approved,Approved,07/01/2019,Q4,,,24.4,, 
LA10/2018/0879/O,10/07/2018,Q2,10/07/2018,Fermanagh and Omagh,FERMANAGH AND SOUTH TYRONE,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling house,70m South West of 68 Corratistune Road  Kilnakelly  Derrylin  BT92 9DZ,"229,407","328,059",Approved,Approved,18/09/2018,Q2,,,9.4,, 
LA10/2018/0887/RM,10/07/2018,Q2,10/07/2018,Fermanagh and Omagh,FERMANAGH AND SOUTH TYRONE,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed two storey dwelling and detached garage,80 Killee Road  Killee  Coa  Ballinamallard  BT94 2FS,"230,163","350,658",Approved,Approved,07/09/2018,Q2,,,8.0,, 
LA10/2018/0890/O,10/07/2018,Q2,10/07/2018,Fermanagh and Omagh,WEST TYRONE,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed off site replacement dwelling and garage accessed from Greenmount Road,Site opposite and 40 metres south of no. 39 Greenmount Road  Sixmilecross BT79 0QU,"252,281","362,224",Approved,Approved,09/11/2018,Q3,,,17.0,, 
LA11/2018/0659/F,10/07/2018,Q2,10/07/2018,Derry and Strabane,FOYLE,Full,Local,Residential,Urban,Urban housing developments, ,Amended Proposal - Proposed retention of re-orientation of dwelling at site 3 previously approved under LA11/2017/0963/F.,67 Limavady Road  L'Derry  BT47 6LR,"245,365","417,622",Pending, ,,,,,,1,6 - 12 months
LA11/2018/0682/F,10/07/2018,Q2,10/07/2018,Derry and Strabane,WEST TYRONE,Full,Local,Commercial,Rural: Settlement, , ,Refurbishment & Extension of existing car showroom to provide electric car service bay,298 Melmount Road  Victoria Bridge  Strabane,"235,438","389,925",Approved,Approved,07/11/2018,Q3,,,16.6,, 
LA11/2018/0684/F,10/07/2018,Q2,10/07/2018,Derry and Strabane,FOYLE,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed carport extension with two bedrooms above. Also proposed installation of two new velux windows to front of dwelling and two new velux widow to rear of dwelling,167 Hatmore Park  Londonderry  Co Londonderry  BT48 0AF,"242,464","418,345",Approved,Approved,19/09/2018,Q2,,,9.6,, 
LA11/2018/0686/F,10/07/2018,Q2,10/07/2018,Derry and Strabane,FOYLE,Full,Local,Civic,Rural: Countryside, , ,Proposed construction of a new right hand turning lane and vehicle access into No.12 Courthauld way on the public road opposite 85+87 Clooney Road campsie,Land opposite 85+87 Clooney Road  Campsie  Co L'Derry,"251,367","420,892",Pending, ,,,,,,1,6 - 12 months
LA11/2018/0733/F,10/07/2018,Q2,30/07/2018,Derry and Strabane,FOYLE,Full,Local,Residential,Rural: Settlement,Rural extensions and alterations (settlement), ,Proposed detached garage and loft conversion to dwelling including dormer windows to side elevations,141 Duncastle Park  Newbuildings  Londonderry,"241,175","411,996",Approved,Approved,18/09/2018,Q2,,,7.0,, 
LA01/2018/0845/F,11/07/2018,Q2,11/07/2018,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed two storey extension to rear of existing two storey dwelling,7 The Boulevard  Coleraine  BT52 1RJ,"284,929","433,552",Approved,Approved,22/11/2018,Q3,,,18.6,, 
LA01/2018/0847/F,11/07/2018,Q2,11/07/2018,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Residential,Rural: Settlement,Rural extensions and alterations (settlement), ,"Proposed Alterations & Single Storey Extension to Rear of Dwelling to provide Lounge and open plan Kitchen/Living/Dining Room, Store, Garage and all associated works.",18 Drumbare Road  Cloughmills  Ballymena  BT44 9LA,"306,836","417,336",Approved,Approved,12/10/2018,Q3,,,12.8,, 
