Id,DateReceived,ReceivedQ,DateValid,Authority,Constituency,AppType,Classification,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,SiteAddress,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
LA01/2018/0830/O,09/07/2018,Q2,09/07/2018,Causeway Coast and Glens,NORTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Dwelling on the farm and detached garage,50m south west of 57 Ballyweeny Road  Loughguile,"307,024","421,417",Pending, ,,,,,,1,6 - 12 months
LA01/2018/0833/O,09/07/2018,Q2,09/07/2018,Causeway Coast and Glens,EAST LONDONDERRY,Outline,Local,Residential,Rural: Settlement,New single rural dwellings (settlement), ,Proposed single storey dwelling with roof space utilised,Adjacent No. 3 Warke Place  Castlerock,"277,023","436,137",Refused,Refused,28/02/2019,Q4,,,32.2,, 
LA01/2018/0834/F,09/07/2018,Q2,09/07/2018,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Civic,Rural: Settlement, , ,Erection of a temporary footbridge to facilitate the removal of the current footbridge for repairs approved under planning reference LA01/2016/1083/LBC,Castlerock Railway Station  17 Sea Road  Castlerock,"277,350","436,000",Approved,Approved,21/09/2018,Q2,,,10.2,, 
LA01/2018/0843/F,09/07/2018,Q2,09/07/2018,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Other,Rural: Countryside, , ,"Proposed NI Housing Executive, disabled facilities grant extension to dwelling",197 Kilraughts Road  Ballymoney,"302,377","426,082",Approved,Approved,05/09/2018,Q2,,,7.8,, 
LA01/2018/0883/F,09/07/2018,Q2,18/07/2018,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Civic,Rural: Countryside, , ,"Proposed development to comprise of a new Wastewater Pumping Station (WwPS) which will include 1 No. wet well, 1 No. valve chamber and 1 No. flow meter chamber (all chambers to be constructed below ground and fitted with manhole covers at ground level).  Also included 1No. control panel kiosk and 1 No. wash water kiosk, both kiosks are mounted above ground on a concrete plinth and finished in green, 1No. 5m high site lighting column and telemetry aerial .  Site surfacing to be finished in concrete.  Access to site via existing hard standing entrance and new vehicle turning area to be constructed",Lands adjacent to Seacoast Road  Limavady and South of 680 Seacoast Road. Townland: Benone,"271,249","435,350",Pending, ,,,,,,1,6 - 12 months
LA02/2018/0642/F,09/07/2018,Q2,09/07/2018,Mid and East Antrim,NORTH ANTRIM,Full,Local,Residential,Urban,Urban other, ,Change of House Type from that approved under planning Ref G/2014/0426/F to include Sun Room and Garage,Site 31  Carnwood  Carniny Road  Ballymena,"309,103","404,571",Approved,Approved,05/11/2018,Q3,,,16.4,, 
LA02/2018/0654/O,09/07/2018,Q2,09/07/2018,Mid and East Antrim,EAST ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ," Site for a dwelling, garage and associated site works (infill opportunity under CTY8 of PPS21)",20m NW of 47 Main Bentra Road Bentra Whitehead,"345,147","392,909",Approved,Approved,04/09/2018,Q2,,,7.6,, 
LA02/2018/0655/O,09/07/2018,Q2,09/07/2018,Mid and East Antrim,EAST ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,"Site for detached dwelling, garage and associated site works (infill opportunity under CTY8 of PPS21",Land 50m north of 45 Carneal Road at junction with Ballyvallagh Road Larne,"340,246","394,490",Approved,Approved,05/09/2018,Q2,,,7.8,, 
LA02/2018/0657/F,09/07/2018,Q2,09/07/2018,Mid and East Antrim,EAST ANTRIM,Full,Local,Commercial,Rural: Countryside, , ,"Commercial bakery, offices, staff accommodation and in curtilage parking and turning facilities for staff and delivery vehicles",Lands adjacent to 380 Old Glenarm Road Larne,"338,409","405,257",Pending, ,,,,,,1,6 - 12 months
LA02/2018/0659/F,09/07/2018,Q2,09/07/2018,Mid and East Antrim,EAST ANTRIM,Full,Local,Residential,Urban,Replacement single urban dwellings, ,Replacement dwelling,75 Shore Road  Greenisland  Carrickfergus  BT38 8TZ,"338,222","385,127",Approved,Approved,28/12/2018,Q3,,,23.6,, 
LA03/2018/0673/F,09/07/2018,Q2,09/07/2018,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed 2 storey extension to dwelling,38 Ballyrobin Road  Templepatrick,"320,901","384,002",Approved,Approved,15/10/2018,Q3,,,13.4,, 
LA03/2018/0674/O,09/07/2018,Q2,09/07/2018,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for infill dwelling,Between 19B and 21 Townland Road  Crumlin,"311,570","379,710",Approved,Approved,24/12/2018,Q3,,,23.4,, 
LA03/2018/0675/F,09/07/2018,Q2,09/07/2018,Antrim and Newtownabbey,BELFAST NORTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Extension to dwelling,35 Hillview Avenue  Newtownabbey,"334,758","382,778",Approved,Approved,04/09/2018,Q2,,,7.6,, 
LA03/2018/0680/O,09/07/2018,Q2,09/07/2018,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed outline for dwelling (CTY10),70m SE of 60 Belfast Road  Crumlin  BT29 4TH,"322,300","377,971",Approved,Approved,10/12/2018,Q3,,,21.4,, 
LA04/2018/1779/F,09/07/2018,Q2,09/07/2018,Belfast,BELFAST SOUTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey side extension.,2 Locksley Drive  Belfast  BT10 0BH.,"330,677","370,135",Approved,Approved,23/10/2018,Q3,,,14.6,, 
LA04/2018/1780/LBC,09/07/2018,Q2,09/07/2018,Belfast,BELFAST NORTH,Listed Building Consents,Local,Other,Urban, , ,2 storey extension to existing block.,Princes Trust Building  Jennymount Court  North Derby Street  Belfast  BT15 3HN.,"334,293","376,281",Withdrawn,Withdrawn,,,29/03/2019,Q4,36.2,, 
LA04/2018/1783/F,09/07/2018,Q2,09/07/2018,Belfast,BELFAST SOUTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,2 storey rear extension.,42 Cheltenham Park  Belfast  BT6 0HR.,"335,379","371,191",Approved,Approved,09/11/2018,Q3,,,17.2,, 
LA04/2018/1784/F,09/07/2018,Q2,09/07/2018,Belfast,BELFAST SOUTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Two storey side extension,82 Rushfield Avenue  Belfast  BT7 3FR.,"334,477","371,584",Approved,Approved,15/11/2018,Q3,,,18.0,, 
LA04/2018/1785/F,09/07/2018,Q2,09/07/2018,Belfast,BELFAST SOUTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey rear and side extension.,15 Ravenhill Gardens  Belfast  BT6 8GP.,"335,229","372,622",Approved,Approved,03/10/2018,Q3,,,11.8,, 
LA04/2018/1790/F,09/07/2018,Q2,09/07/2018,Belfast,BELFAST SOUTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,"Single storey front and side extension. part demolition of garage and chimneys. Re-render and new roof covering. Internal alterations. New storage shed to rear, landscaping to front.",40 Malone View Road  Belfast  BT9 5PH.,"331,294","368,823",Approved,Approved,26/10/2018,Q3,,,15.2,, 
LA04/2018/1792/F,09/07/2018,Q2,09/07/2018,Belfast,BELFAST EAST,Full,Local,Residential,Urban,Urban extensions and alterations, ,single storey rear extension,37 Kilmakee Park  Belfast,"340,138","372,715",Approved,Approved,23/08/2018,Q2,,,6.2,, 
LA04/2018/1810/F,09/07/2018,Q2,09/07/2018,Belfast,BELFAST EAST,Full,Local,Change of Use,Urban, , ,Change of use from single occupancy dwelling to HMO.,20 Templemore Avenue  Belfast  BT5 4FT.,"335,629","374,298",Approved,Approved,09/01/2019,Q4,,,25.0,, 
LA04/2018/1811/F,09/07/2018,Q2,09/07/2018,Belfast,BELFAST WEST,Full,Local,Residential,Urban,Urban housing developments, ,9 storey apartment building.,Site abutted by Ibis hotel and  College Central apartments at  King Street  Belfast  BT1 6AD.,"333,503","374,257",Approved,Approved,25/02/2019,Q4,,,31.6,, 
LA04/2018/1817/F,09/07/2018,Q2,14/08/2018,Belfast,BELFAST WEST,Full,Local,Other,Rural: Countryside, , ,"Retention of existing fuel sales to include-flood lights, fuel pipeline, fuel storage containers, fence & mobile office and proposed lean to shelter at, 25 Colinglen Road, Belfast.",Land at  25 Colinglen Road  Belfast.,"326,994","371,287",Pending, ,,,,,,1,6 - 12 months
LA04/2018/1821/F,09/07/2018,Q2,06/09/2018,Belfast,BELFAST EAST,Full,Local,Commercial,Urban, , ,Demolition of existing outbuildings and partial demolition and restoration of existing building including retention of front and side facades and three storey part single storey rear extension to provide 8 apartments and ground floor office & associated site works.,St Matthews Presbytery  Bryson Street  Belfast  BT5 4ES.,"335,374","374,339",Pending, ,,,,,,1,6 - 12 months
LA04/2018/1840/F,09/07/2018,Q2,09/07/2018,Belfast,BELFAST SOUTH,Full,Local,Change of Use,Urban, , ,Proposed change of use from existing offices to bar and restaurant.,First Floor  68-72 Great Victoria Street  Belfast.,"333,606","373,622",Approved,Approved,22/10/2018,Q3,,,14.4,, 
LA04/2018/1844/F,09/07/2018,Q2,09/07/2018,Belfast,BELFAST SOUTH,Full,Local,Residential,Urban,New single urban dwellings, ,Proposed construction of 2 storey residential dwelling with garage and associated works.,Lands adjacent to  99 Stockmans Lane  Belfast  BT9 7JD.,"331,129","371,187",Approved,Approved,06/03/2019,Q4,,,33.0,, 
LA04/2018/1880/A,09/07/2018,Q2,09/07/2018,Belfast,BELFAST EAST,Consent to Display,Local,Other,Urban, , ,Installation of freestanding internally illuminated signage and associated high level roof and fascia signage.,Unit 6  Connswater Retail Park  Bloomfield Avenue  Newtownards Road  Belfast  BT5 5LP.,"336,159","374,121",Approved,Approved,05/10/2018,Q3,,,12.2,, 
LA05/2018/0700/F,09/07/2018,Q2,09/07/2018,Lisburn and Castlereagh,LAGAN VALLEY,Full,Local,Residential,Urban,Urban extensions and alterations, ,"Single storey side utility and dining room extension and rear kitchen extension along with minor internal alterations, along with replacing the 1.8m high timber fence between the house/ car parking are and the garage with a 1.8m high block wall",3 Pond Park Heights  Lisburn  BT28 3QR,"324,872","366,513",Approved,Approved,07/11/2018,Q3,,,16.8,, 
LA05/2018/0701/F,09/07/2018,Q2,09/07/2018,Lisburn and Castlereagh,BELFAST EAST,Full,Local,Residential,Urban,New single urban dwellings, ,Resiting planning application for 1 no. single storey dwelling and attached garage with proposed new boundary treatment in substitution of previously approved planning permission LA05/2017/0167/F (Amended proposal description and plans),Rear garden to 65 Old Dundonald Road,"341,605","373,092",Approved,Approved,20/11/2018,Q3,,,18.6,, 
